tile_id,source_file,x,y,dist_0:Building,dist_1:Vegetation,dist_2:Water,dist_3:Background,dist_4:Car,dist_5:Road,entropy,count_0:Building,count_1:Vegetation,count_2:Water,count_3:Background,count_4:Car,count_5:Road
c37dbfae2f_84B52814D2OPENPIPELINE_2304_512,c37dbfae2f_84B52814D2OPENPIPELINE,2304,512,0.000213623046875,0.881103515625,0.0,0.118682861328125,0.0,0.0,0.5284368579541707,56,230976,0,31112,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2560_512,c37dbfae2f_84B52814D2OPENPIPELINE,2560,512,0.0265045166015625,0.8701019287109375,0.00152587890625,0.10186767578125,0.0,0.0,0.6634420139251704,6948,228092,400,26704,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2816_512,c37dbfae2f_84B52814D2OPENPIPELINE,2816,512,0.0262908935546875,0.87164306640625,0.008514404296875,0.0935516357421875,0.0,0.0,0.6890723854080388,6892,228496,2232,24524,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3072_512,c37dbfae2f_84B52814D2OPENPIPELINE,3072,512,0.0,0.906341552734375,0.006988525390625,0.086669921875,0.0,0.0,0.4844287776532971,0,237592,1832,22720,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3328_512,c37dbfae2f_84B52814D2OPENPIPELINE,3328,512,0.0,0.9640655517578125,0.0,0.0359344482421875,0.0,0.0,0.22333079433744024,0,252724,0,9420,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3584_512,c37dbfae2f_84B52814D2OPENPIPELINE,3584,512,0.0,0.963531494140625,0.0002288818359375,0.0362396240234375,0.0,0.0,0.2278629830746779,0,252584,60,9500,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3840_512,c37dbfae2f_84B52814D2OPENPIPELINE,3840,512,0.0,0.9860382080078125,0.0002288818359375,0.01373291015625,0.0,0.0,0.10772412746881088,0,258484,60,3600,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4096_512,c37dbfae2f_84B52814D2OPENPIPELINE,4096,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4352_512,c37dbfae2f_84B52814D2OPENPIPELINE,4352,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4608_512,c37dbfae2f_84B52814D2OPENPIPELINE,4608,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4864_512,c37dbfae2f_84B52814D2OPENPIPELINE,4864,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5120_512,c37dbfae2f_84B52814D2OPENPIPELINE,5120,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5376_512,c37dbfae2f_84B52814D2OPENPIPELINE,5376,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5632_512,c37dbfae2f_84B52814D2OPENPIPELINE,5632,512,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_256_768,c37dbfae2f_84B52814D2OPENPIPELINE,256,768,0.0,0.068572998046875,0.0,0.9237518310546875,0.0076751708984375,0.0,0.42473891409620573,0,17976,0,242156,2012,0
c37dbfae2f_84B52814D2OPENPIPELINE_512_768,c37dbfae2f_84B52814D2OPENPIPELINE,512,768,0.0,0.1055755615234375,0.0,0.88946533203125,0.0049591064453125,0.0,0.5307264496861684,0,27676,0,233168,1300,0
c37dbfae2f_84B52814D2OPENPIPELINE_768_768,c37dbfae2f_84B52814D2OPENPIPELINE,768,768,0.0,0.1500244140625,0.0,0.8479461669921875,0.0020294189453125,0.0,0.6305025012499071,0,39328,0,222284,532,0
c37dbfae2f_84B52814D2OPENPIPELINE_1024_768,c37dbfae2f_84B52814D2OPENPIPELINE,1024,768,0.0,0.1756744384765625,0.0,0.822296142578125,0.0020294189453125,0.0,0.6910335893387486,0,46052,0,215560,532,0
c37dbfae2f_84B52814D2OPENPIPELINE_1280_768,c37dbfae2f_84B52814D2OPENPIPELINE,1280,768,0.0,0.1956329345703125,0.0,0.8043670654296875,0.0,0.0,0.7131076315059744,0,51284,0,210860,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1536_768,c37dbfae2f_84B52814D2OPENPIPELINE,1536,768,0.0,0.2501678466796875,0.0,0.7498321533203125,0.0,0.0,0.8115441696888918,0,65580,0,196564,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1792_768,c37dbfae2f_84B52814D2OPENPIPELINE,1792,768,0.0,0.3961944580078125,0.0,0.6038055419921875,0.0,0.0,0.9686810424184331,0,103860,0,158284,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2048_768,c37dbfae2f_84B52814D2OPENPIPELINE,2048,768,0.0,0.5382537841796875,0.0,0.4617462158203125,0.0,0.0,0.9957736511793586,0,141100,0,121044,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2304_768,c37dbfae2f_84B52814D2OPENPIPELINE,2304,768,0.0,0.573822021484375,0.0,0.426177978515625,0.0,0.0,0.9842180044566354,0,150424,0,111720,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2560_768,c37dbfae2f_84B52814D2OPENPIPELINE,2560,768,0.0,0.5996551513671875,0.00799560546875,0.3923492431640625,0.0,0.0,1.0277136398361735,0,157196,2096,102852,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2816_768,c37dbfae2f_84B52814D2OPENPIPELINE,2816,768,0.0,0.599395751953125,0.0082855224609375,0.3923187255859375,0.0,0.0,1.0294932172842413,0,157128,2172,102844,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3072_768,c37dbfae2f_84B52814D2OPENPIPELINE,3072,768,0.0,0.5296630859375,0.0002899169921875,0.4700469970703125,0.0,0.0,1.0009695204835372,0,138848,76,123220,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3328_768,c37dbfae2f_84B52814D2OPENPIPELINE,3328,768,0.0,0.4710693359375,0.0,0.5289306640625,0.0,0.0,0.9975837486363991,0,123488,0,138656,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3584_768,c37dbfae2f_84B52814D2OPENPIPELINE,3584,768,0.0,0.4887542724609375,0.0230712890625,0.4881744384765625,0.0,0.0,1.1352825192095772,0,128124,6048,127972,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3840_768,c37dbfae2f_84B52814D2OPENPIPELINE,3840,768,0.0,0.59942626953125,0.115447998046875,0.285125732421875,0.0,0.0,1.3183397153066638,0,157136,30264,74744,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4096_768,c37dbfae2f_84B52814D2OPENPIPELINE,4096,768,0.0,0.7527313232421875,0.1094818115234375,0.137786865234375,0.0,0.0,1.0518467080210663,0,197324,28700,36120,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4352_768,c37dbfae2f_84B52814D2OPENPIPELINE,4352,768,0.0,0.7213287353515625,0.0171051025390625,0.261566162109375,0.0,0.0,0.9464044479742697,0,189092,4484,68568,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4608_768,c37dbfae2f_84B52814D2OPENPIPELINE,4608,768,0.0,0.6485748291015625,0.0,0.3514251708984375,0.0,0.0,0.9353345395737609,0,170020,0,92124,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4864_768,c37dbfae2f_84B52814D2OPENPIPELINE,4864,768,0.0,0.7021942138671875,0.0,0.2978057861328125,0.0,0.0,0.8785922700166295,0,184076,0,78068,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5120_768,c37dbfae2f_84B52814D2OPENPIPELINE,5120,768,0.0,0.789764404296875,0.0,0.210235595703125,0.0,0.0,0.7419329547006711,0,207032,0,55112,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5376_768,c37dbfae2f_84B52814D2OPENPIPELINE,5376,768,0.0,0.8594818115234375,0.0,0.1405181884765625,0.0,0.0,0.5855944183256162,0,225308,0,36836,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5632_768,c37dbfae2f_84B52814D2OPENPIPELINE,5632,768,0.0,0.9197845458984375,0.0,0.0802154541015625,0.0,0.0,0.40293802819020635,0,241116,0,21028,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5888_768,c37dbfae2f_84B52814D2OPENPIPELINE,5888,768,0.0,0.986846923828125,0.0,0.013153076171875,0.0,0.0,0.10103707937609718,0,258696,0,3448,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6144_768,c37dbfae2f_84B52814D2OPENPIPELINE,6144,768,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6400_768,c37dbfae2f_84B52814D2OPENPIPELINE,6400,768,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6656_768,c37dbfae2f_84B52814D2OPENPIPELINE,6656,768,0.0,0.99871826171875,0.0,0.00128173828125,0.0,0.0,0.014162641325554202,0,261808,0,336,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_256_1024,c37dbfae2f_84B52814D2OPENPIPELINE,256,1024,0.0,0.1868896484375,0.0,0.8054351806640625,0.0076751708984375,0.0,0.7575716219127687,0,48992,0,211140,2012,0
c37dbfae2f_84B52814D2OPENPIPELINE_512_1024,c37dbfae2f_84B52814D2OPENPIPELINE,512,1024,0.0,0.1007843017578125,0.0,0.894256591796875,0.0049591064453125,0.0,0.5158170827905186,0,26420,0,234424,1300,0
c37dbfae2f_84B52814D2OPENPIPELINE_768_1024,c37dbfae2f_84B52814D2OPENPIPELINE,768,1024,0.0,0.0387115478515625,0.0,0.95599365234375,0.0052947998046875,0.0,0.28370448141170784,0,10148,0,250608,1388,0
c37dbfae2f_84B52814D2OPENPIPELINE_1024_1024,c37dbfae2f_84B52814D2OPENPIPELINE,1024,1024,0.0,6.103515625e-05,0.0,0.9946441650390625,0.0052947998046875,0.0,0.048595798574593715,0,16,0,260740,1388,0
c37dbfae2f_84B52814D2OPENPIPELINE_1280_1024,c37dbfae2f_84B52814D2OPENPIPELINE,1280,1024,0.0,0.12860107421875,0.0,0.8651580810546875,0.0062408447265625,0.0,0.6070293396651155,0,33712,0,226796,1636,0
c37dbfae2f_84B52814D2OPENPIPELINE_1536_1024,c37dbfae2f_84B52814D2OPENPIPELINE,1536,1024,0.0,0.2570343017578125,0.0,0.736724853515625,0.0062408447265625,0.0,0.8742370349961618,0,67380,0,193128,1636,0
c37dbfae2f_84B52814D2OPENPIPELINE_1792_1024,c37dbfae2f_84B52814D2OPENPIPELINE,1792,1024,0.0,0.2179412841796875,0.0,0.7820587158203125,0.0,0.0,0.7563906152620018,0,57132,0,205012,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2048_1024,c37dbfae2f_84B52814D2OPENPIPELINE,2048,1024,0.0,0.1935272216796875,0.0,0.8064727783203125,0.0,0.0,0.708792217705319,0,50732,0,211412,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2304_1024,c37dbfae2f_84B52814D2OPENPIPELINE,2304,1024,0.0,0.170379638671875,0.0,0.829620361328125,0.0,0.0,0.6585726191347955,0,44664,0,217480,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2560_1024,c37dbfae2f_84B52814D2OPENPIPELINE,2560,1024,0.0,0.130035400390625,0.00799560546875,0.861968994140625,0.0,0.0,0.623112524973547,0,34088,2096,225960,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2816_1024,c37dbfae2f_84B52814D2OPENPIPELINE,2816,1024,0.0,0.1057891845703125,0.0082855224609375,0.88592529296875,0.0,0.0,0.5549401769370688,0,27732,2172,232240,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3072_1024,c37dbfae2f_84B52814D2OPENPIPELINE,3072,1024,0.0,0.0462188720703125,0.0002899169921875,0.9534912109375,0.0,0.0,0.273918131663,0,12116,76,249952,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_3328_1024,c37dbfae2f_84B52814D2OPENPIPELINE,3328,1024,0.0,0.0070037841796875,0.0,0.9929962158203125,0.0,0.0,0.06019962314566703,0,1836,0,260308,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4352_1024,c37dbfae2f_84B52814D2OPENPIPELINE,4352,1024,0.0,0.2306671142578125,0.02447509765625,0.7448577880859375,0.0,0.0,0.9356594562574133,0,60468,6416,195260,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4608_1024,c37dbfae2f_84B52814D2OPENPIPELINE,4608,1024,0.0,0.1485748291015625,0.0,0.84783935546875,0.0035858154296875,0.0,0.6397219514162562,0,38948,0,222256,940,0
c37dbfae2f_84B52814D2OPENPIPELINE_4864_1024,c37dbfae2f_84B52814D2OPENPIPELINE,4864,1024,0.0,0.2021942138671875,0.0,0.794219970703125,0.0035858154296875,0.0,0.7594172984311589,0,53004,0,208200,940,0
c37dbfae2f_84B52814D2OPENPIPELINE_5120_1024,c37dbfae2f_84B52814D2OPENPIPELINE,5120,1024,0.0,0.289764404296875,0.0,0.710235595703125,0.0,0.0,0.8684168397335542,0,75960,0,186184,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5376_1024,c37dbfae2f_84B52814D2OPENPIPELINE,5376,1024,0.0,0.3594818115234375,0.0,0.6405181884765625,0.0,0.0,0.9422523349119709,0,94236,0,167908,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5632_1024,c37dbfae2f_84B52814D2OPENPIPELINE,5632,1024,0.0,0.4290618896484375,0.0,0.5709381103515625,0.0,0.0,0.9854311087708472,0,112476,0,149668,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_5888_1024,c37dbfae2f_84B52814D2OPENPIPELINE,5888,1024,0.0,0.5751800537109375,0.0,0.4248199462890625,0.0,0.0,0.9836297671515152,0,150780,0,111364,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6144_1024,c37dbfae2f_84B52814D2OPENPIPELINE,6144,1024,0.0,0.7223968505859375,0.0,0.2776031494140625,0.0,0.0,0.8521644643221719,0,189372,0,72772,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6400_1024,c37dbfae2f_84B52814D2OPENPIPELINE,6400,1024,0.0,0.8229827880859375,0.0,0.1770172119140625,0.0,0.0,0.6735082715976743,0,215740,0,46404,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6656_1024,c37dbfae2f_84B52814D2OPENPIPELINE,6656,1024,0.0,0.892181396484375,0.0,0.107818603515625,0.0,0.0,0.4933010670314988,0,233880,0,28264,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_256_1280,c37dbfae2f_84B52814D2OPENPIPELINE,256,1280,0.0,0.3584747314453125,0.0,0.6415252685546875,0.0,0.0,0.9414099355329825,0,93972,0,168172,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_512_1280,c37dbfae2f_84B52814D2OPENPIPELINE,512,1280,0.0,0.179412841796875,0.0,0.820587158203125,0.0,0.0,0.6787910003290328,0,47032,0,215112,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_768_1280,c37dbfae2f_84B52814D2OPENPIPELINE,768,1280,0.0,0.10968017578125,0.0,0.887054443359375,0.003265380859375,0.0,0.5300728824544281,0,28752,0,232536,856,0
c37dbfae2f_84B52814D2OPENPIPELINE_1024_1280,c37dbfae2f_84B52814D2OPENPIPELINE,1024,1280,0.0,0.0576934814453125,0.0,0.9390411376953125,0.003265380859375,0.0,0.3496102179385967,0,15124,0,246164,856,0
c37dbfae2f_84B52814D2OPENPIPELINE_1280_1280,c37dbfae2f_84B52814D2OPENPIPELINE,1280,1280,0.0,0.1915435791015625,0.0,0.802215576171875,0.0062408447265625,0.0,0.7574520422945407,0,50212,0,210296,1636,0
c37dbfae2f_84B52814D2OPENPIPELINE_1536_1280,c37dbfae2f_84B52814D2OPENPIPELINE,1536,1280,0.0,0.51190185546875,0.0,0.4818572998046875,0.0062408447265625,0.0,1.0477876175782217,0,134192,0,126316,1636,0
c37dbfae2f_84B52814D2OPENPIPELINE_1792_1280,c37dbfae2f_84B52814D2OPENPIPELINE,1792,1280,0.0,0.6748504638671875,0.0,0.3251495361328125,0.0,0.0,0.9098938491424176,0,176908,0,85236,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2048_1280,c37dbfae2f_84B52814D2OPENPIPELINE,2048,1280,0.0,0.650390625,0.0,0.349609375,0.0,0.0,0.9337188321192311,0,170496,0,91648,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2304_1280,c37dbfae2f_84B52814D2OPENPIPELINE,2304,1280,0.0,0.5965576171875,0.0,0.4034423828125,0.0,0.0,0.9729287980747473,0,156384,0,105760,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2560_1280,c37dbfae2f_84B52814D2OPENPIPELINE,2560,1280,0.0,0.518951416015625,0.0,0.481048583984375,0.0,0.0,0.9989635674475749,0,136040,0,126104,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2816_1280,c37dbfae2f_84B52814D2OPENPIPELINE,2816,1280,0.0,0.4105987548828125,0.0,0.58782958984375,0.0015716552734375,0.0,0.9925172372909359,0,107636,0,154096,412,0
c37dbfae2f_84B52814D2OPENPIPELINE_4352_1280,c37dbfae2f_84B52814D2OPENPIPELINE,4352,1280,0.0,0.04998779296875,0.007415771484375,0.942596435546875,0.0,0.0,0.34892137421947994,0,13104,1944,247096,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_4608_1280,c37dbfae2f_84B52814D2OPENPIPELINE,4608,1280,0.0,0.0108184814453125,0.0,0.980377197265625,0.0088043212890625,0.0,0.1587909344544537,0,2836,0,257000,2308,0
c37dbfae2f_84B52814D2OPENPIPELINE_4864_1280,c37dbfae2f_84B52814D2OPENPIPELINE,4864,1280,0.0,0.0,0.0,0.9911956787109375,0.0088043212890625,0.0,0.0727581434099065,0,0,0,259836,2308,0
c37dbfae2f_84B52814D2OPENPIPELINE_5120_1280,c37dbfae2f_84B52814D2OPENPIPELINE,5120,1280,0.0,0.0,0.0,0.9979400634765625,0.0020599365234375,0.0,0.021350124796535145,0,0,0,261604,540,0
c37dbfae2f_84B52814D2OPENPIPELINE_5376_1280,c37dbfae2f_84B52814D2OPENPIPELINE,5376,1280,0.0,0.0,0.0,0.99761962890625,0.00238037109375,0.0,0.02417416963535967,0,0,0,261520,624,0
c37dbfae2f_84B52814D2OPENPIPELINE_5632_1280,c37dbfae2f_84B52814D2OPENPIPELINE,5632,1280,0.0,0.00927734375,0.0,0.9904022216796875,0.0003204345703125,0.0,0.08014091712735406,0,2432,0,259628,84,0
c37dbfae2f_84B52814D2OPENPIPELINE_5888_1280,c37dbfae2f_84B52814D2OPENPIPELINE,5888,1280,0.0,0.0883331298828125,0.0,0.9116668701171875,0.0,0.0,0.43088153919091043,0,23156,0,238988,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6144_1280,c37dbfae2f_84B52814D2OPENPIPELINE,6144,1280,0.0,0.2223968505859375,0.0,0.7776031494140625,0.0,0.0,0.7645201179983908,0,58300,0,203844,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6400_1280,c37dbfae2f_84B52814D2OPENPIPELINE,6400,1280,0.0,0.3229827880859375,0.0,0.6770172119140625,0.0,0.0,0.9075958054538112,0,84668,0,177476,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6656_1280,c37dbfae2f_84B52814D2OPENPIPELINE,6656,1280,0.0,0.393463134765625,0.0,0.606536865234375,0.0,0.0,0.9669982256265529,0,103144,0,159000,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_6912_1280,c37dbfae2f_84B52814D2OPENPIPELINE,6912,1280,0.0,0.4853057861328125,0.0,0.5146942138671875,0.0,0.0,0.9993770184545236,0,127220,0,134924,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_256_1536,c37dbfae2f_84B52814D2OPENPIPELINE,256,1536,0.0,0.4217987060546875,0.0,0.5782012939453125,0.0,0.0,0.9822820316838903,0,110572,0,151572,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_512_1536,c37dbfae2f_84B52814D2OPENPIPELINE,512,1536,0.0,0.28778076171875,0.0,0.71221923828125,0.0,0.0,0.8658373515441595,0,75440,0,186704,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_768_1536,c37dbfae2f_84B52814D2OPENPIPELINE,768,1536,0.0,0.165374755859375,0.0,0.834625244140625,0.0,0.0,0.6470141355293954,0,43352,0,218792,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1024_1536,c37dbfae2f_84B52814D2OPENPIPELINE,1024,1536,0.0,0.0816650390625,0.0,0.9183349609375,0.0,0.0,0.408019183856108,0,21408,0,240736,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1280_1536,c37dbfae2f_84B52814D2OPENPIPELINE,1280,1536,0.0,0.14715576171875,0.0,0.85284423828125,0.0,0.0,0.6026767131237452,0,38576,0,223568,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1536_1536,c37dbfae2f_84B52814D2OPENPIPELINE,1536,1536,0.0,0.5830078125,0.0,0.4169921875,0.0,0.0,0.9800265802576206,0,152832,0,109312,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_1792_1536,c37dbfae2f_84B52814D2OPENPIPELINE,1792,1536,0.0,0.961944580078125,0.0,0.038055419921875,0.0,0.0,0.2333043264862257,0,252168,0,9976,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2048_1536,c37dbfae2f_84B52814D2OPENPIPELINE,2048,1536,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2304_1536,c37dbfae2f_84B52814D2OPENPIPELINE,2304,1536,0.0,1.0,0.0,0.0,0.0,0.0,1.5670023919954824e-07,0,262144,0,0,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2560_1536,c37dbfae2f_84B52814D2OPENPIPELINE,2560,1536,0.0,0.9885711669921875,0.0,0.0114288330078125,0.0,0.0,0.09012330695946533,0,259148,0,2996,0,0
c37dbfae2f_84B52814D2OPENPIPELINE_2816_1536,c37dbfae2f_84B52814D2OPENPIPELINE,2816,1536,0.0,0.9073333740234375,0.0,0.091094970703125,0.0015716552734375,0.0,0.4568007655489718,0,237852,0,23880,412,0
c37dbfae2f_84B52814D2OPENPIPELINE_3584_1536,c37dbfae2f_84B52814D2OPENPIPELINE,3584,1536,0.0,0.71588134765625,0.0,0.28411865234375,0.0,0.0,0.8610023691285436,0,187664,0,74480,0,0
